,BPA,PNW,SDGE,SCE,PGE_valley,PGE_bay
22,9406.151007961287,21368.37225472682,2704.704343499627,12902.92269303306,6821.610852013686,5666.916967830138
23,8906.904268803997,19807.528393911147,2465.0993441993087,12197.583833123444,6359.7998668778155,5319.060753293011
24,7331.038284763027,17660.958924440292,2306.8159338992227,10917.998612768464,5681.725561582946,4975.5369286156
25,7202.5128747668905,17353.622386144983,2121.054730204848,10396.610597511324,5444.211682865459,4813.339311585522
26,7212.705028292188,17362.121830676173,2017.212595279159,10002.511154044549,5132.100849803981,4660.749054166622
27,7312.026199213335,17624.377825665626,1964.7253618615716,9727.56670690471,5081.046329204061,4500.833739477023
28,7556.745741793822,18361.39454944515,1940.2518429204629,9693.3944466697,4938.9400221858805,4517.773665830037
29,8006.814320318979,20033.912113371895,1962.8327350443951,9873.443115493352,4941.9046404172805,4605.988119500991
30,8507.547347108031,23174.593485270314,2052.947189301753,10298.366514595367,5111.927765998976,4830.419636151981
31,8966.615372640988,24989.318814977516,2190.005830010878,10721.369831281969,5498.302728739744,5299.204182287781
32,9216.02375132312,24845.930848437056,2288.6157266968653,10984.066801803381,5704.78961903949,5471.287696816632
33,9261.431746873373,24141.384431323044,2378.1817359153215,11406.098561639303,5839.860473764945,5636.292212982196
34,9109.88991833432,23334.3170525461,2421.1718684774087,11681.437971021474,6116.0027549633905,5681.68215614487
35,8872.313379074663,22576.745849291186,2423.9412269628156,11920.593141197607,6152.18878285337,5523.064995474313
36,8590.041821823006,21828.51361613614,2406.7802599011084,11947.826439188872,6087.783642980964,5463.559243143447
37,8352.479309537679,21218.972543021628,2390.2766651703514,11852.049573943068,5956.910601039021,5363.3844531999075
38,8202.456668958397,20813.826659068985,2377.4355194585546,11685.639049288078,5879.420144200678,5422.9154327037395
39,8296.053246575148,21244.349038254615,2380.713240082598,11636.82349309034,5914.528464036572,5373.07759329113
40,8745.456093200906,23161.001395386756,2428.705116132804,11633.97019403959,5959.73671368483,5597.164075891821
41,9240.25347072356,25266.850014909323,2636.1550513390644,12113.317468220472,6600.259829197556,5761.442383197225
42,9280.199062122345,25386.89304811259,2979.2464455884215,13674.066941318028,7501.727875053889,6380.903276676996
43,9156.906775421621,24961.03194925169,3104.082914976576,13829.503635940859,7647.928057790029,6342.118500615336
44,8925.80335027008,24116.46361804837,3042.6555936263217,13689.964707666828,7518.851121001787,6212.66034557611
45,8546.727121937187,22460.580387138416,2947.969201448742,13530.22599694936,7295.609589966447,5913.866102314071
46,8012.765970507922,20229.768295306418,2808.3717433856277,12977.149880729066,6852.312492637119,5607.365342463712
47,7552.902325789782,18671.586249832144,2569.7684578876483,12208.112038707523,6343.951166945772,5236.267176728615
48,7120.311040114266,17684.81916258775,2478.8810300287505,11563.68732557552,6591.211306825523,4738.445607583901
49,6986.621163082757,17373.203575245294,2238.5029627098,10481.374428455172,6041.140521456257,4596.859283028775
50,6981.722305003492,17417.805110021152,2122.4727155894643,10053.97223026081,5701.384045525397,4500.246609916971
51,7068.379714283786,17717.265913473402,2062.007653293823,9761.459216007303,5603.518039958395,4474.329129032919
52,7305.356244665873,18449.502827436147,2041.2409934123266,9718.916878269913,5461.954231787923,4507.671425329721
53,7812.021811390232,20384.109686426622,2077.177887183089,9932.570298977364,5518.664684136454,4601.191489731304
54,8470.889775570064,23776.705895183426,2190.8920422138194,10517.492972752278,5824.669864073694,4848.843742923806
55,8935.114175884686,25565.785434331898,2364.7639698814105,11210.438141070334,6265.313285504795,5262.070144817552
56,9077.927179414703,25399.871105864288,2504.2538501240438,11617.643351702745,6778.701053288383,5339.994418809884
57,9022.121425801937,24578.084877412926,2576.090051754357,11973.237590379786,6438.628333815146,5814.308955258691
58,8708.613840111922,23485.002979591045,2615.511182703925,12254.245232954832,6916.694630863032,5568.4674480055655
59,8576.4359376901,22661.48376635419,2624.0668949066157,12445.13276854304,6931.200753836116,5508.909433745088
60,8391.921129789884,21907.50562382267,2616.010274045221,12433.990917653731,6876.863716254637,5395.831896230425
61,8228.34691386517,21417.714025634134,2605.6136495938013,12336.064404809114,6684.844123220064,5339.418721991856
62,8115.082372273178,21072.689292251813,2596.250237258155,12207.571839001688,6678.537380549391,5283.519125771368
63,8192.358481112567,21460.93844339977,2601.8678870372596,12157.762275854771,6633.7587733797,5320.284977678679
64,8664.121672242454,23172.510268067857,2644.701329323573,12110.836708511943,6837.966091201058,5378.4339944118965
65,9162.395373689842,25180.10176707701,2829.319327792946,12552.235045200607,7347.79376960602,5520.307938320714
66,9181.976602358005,25277.271273526098,3143.7406588477465,14013.102150165467,8261.115913437243,5962.39265881871
67,9067.22087673471,24907.11782305005,3254.095101350296,14369.125147486706,8467.198614640472,6003.817286474777
68,8863.861884464834,24024.59486123723,3187.769314934496,14185.251065751789,8314.730991353565,5896.370687830123
69,8488.855242377846,22270.17860811147,3089.8969666209905,13917.322023851497,8096.154263890772,5769.395069337254
70,7917.820194171186,20068.602962091,2943.811427633882,13257.74035182115,7658.670707177099,5462.407895659348
71,7431.063729042654,18516.070311812928,2693.7545978940816,12323.743290693817,7093.177038168363,5121.610383720182
72,7721.722759326625,18241.85905904864,2406.0997810773206,11052.24892167975,6114.139416191578,4427.798950640338
73,7518.711805768136,17808.788356821136,2184.490644783233,10205.827510962266,5772.300455736211,4308.707911665375
74,7502.948500830072,17775.739190773533,2077.07774852441,9813.94031992542,5428.036216002009,4274.980833711919
75,7585.492689468348,17969.12692438236,2018.9466435416628,9580.028112441481,5361.0717950598455,4183.9256276975375
76,7875.671303313021,18671.749667843033,1995.5451013364677,9566.668306992318,5286.039860243855,4236.4319674481085
77,8455.521346750988,20328.467125262097,2042.2442465761198,9836.509323272125,5345.954516420692,4386.4265420089
78,9254.548569136216,23528.423981128915,2184.5492637049015,10611.430573728923,5699.00829572089,4631.563664130304
79,9755.234800415008,25285.517617114354,2423.4902725459683,11562.419870220852,6300.05239671499,5135.788689664975
80,9799.425333478068,25073.70672955552,2578.9132413297452,12092.789139667237,6620.233701985262,5446.293426374801
81,9708.567654787703,24539.729704325724,2656.2219455522713,12399.539878962632,6610.702022858997,5509.129317073081
82,9532.987295600582,24026.127581927787,2689.1078677439355,12653.786898272881,6808.564104624304,5572.272009761041
83,9374.37347634313,23505.502099991914,2704.6635653364665,12801.777603333634,6941.224763014041,5334.7971506023305
84,9187.702518660226,23009.56661983789,2695.8897520760634,12777.513193128885,6877.694369117065,5204.510440125772
85,9018.297324891297,22593.384436660257,2687.186611020303,12662.945798174975,6685.088082138156,5104.550233259866
86,8900.634731024267,22332.136132482286,2682.6931168481974,12547.573801322385,6612.763252331636,5109.724771370655
87,8991.034738803157,22610.271357184603,2682.0401818266982,12457.710905017488,6639.884170384784,5112.355954812666
88,9401.355028765947,24062.01629259373,2709.8245607183367,12380.797124015551,6772.230547981166,5228.927049548624
89,9856.254342012524,25542.471288327863,2872.813456077752,12731.936259696215,7231.051497184493,5428.594219617956
90,9855.218207420161,25362.531024119504,3168.57752375436,14095.41991014888,8175.662222200069,5790.239296631635
91,9679.240590166542,24692.994160858852,3268.92367734827,14372.87838466466,8273.087079567209,5806.555483158806
92,9407.215031030748,23607.78340334855,3200.509218933033,14191.831767686057,8412.334097004112,5453.478215872748
93,8949.96900308141,21717.25456197881,3096.288069437874,13856.825209796225,8151.765322737298,5313.173139410946
94,8348.076016614843,19764.039538527624,2932.1110999967686,13156.024255025486,7569.812593882091,5178.239538419692
95,7810.453737083521,18282.561909823205,2656.2149085559386,12112.9773442039,6924.662434660303,4798.675496215864
96,8865.224822831311,18697.75010406101,2429.5504677494396,11195.825975243675,5905.670822481842,4323.55286077271
97,8667.204235782609,18236.659818609496,2215.86952473425,10439.25667676731,5504.220905943602,4190.692563714228
98,8625.226519610474,18117.938114345492,2104.74831178857,10046.069597314628,5289.645975968741,4090.7002321629498
99,8705.94876644256,18287.37617202092,2041.53273085755,9776.881011542182,5167.429970554748,4048.992150050344
100,9016.259738198529,19009.14669138111,2018.6652385880263,9704.930573017751,5148.548333992123,4094.5415674339324
101,9711.014670499844,20695.339531051042,2055.2724297429027,9914.402539629413,5153.026101732063,4159.099339320149
102,10625.082257117583,23680.343558043205,2186.637133371216,10582.427509116993,5368.983272422106,4419.947573139247
103,11125.444427739141,25550.338450827225,2426.623151513388,11501.023484553863,5858.288431282556,4947.923545849513
104,11128.847248005937,25501.966890147032,2555.2528980896873,11871.215490805416,6099.745464537335,5195.623599104786
105,11003.969301025905,25053.418559586342,2633.3679659342506,12166.456007703613,6163.060691531162,5376.329061234594
106,10821.237772054334,24602.200735658378,2672.0991472148526,12470.108050749628,6413.621740027533,5402.233091992602
107,10611.93626945651,24217.755395767275,2697.2365363557637,12645.146500716768,6382.254027123948,5268.312605293417
108,10427.704666409538,23839.17719616672,2697.3329955091494,12661.311937516106,6283.55928258039,5188.26897006126
109,10271.72787808913,23536.38055864491,2690.4883783963282,12604.760723873113,6100.849693955355,5141.743723218245
110,10141.144346145107,23323.843824319258,2681.255331512941,12484.353223354432,6119.0811105497905,5079.680606021219
111,10214.680817444425,23581.210829997828,2686.774270973727,12434.657874531593,6102.280634699691,5085.006122019892
112,10700.594925959618,24983.204024446997,2726.9238440229933,12386.935031568095,6261.181877680296,5108.1839841963865
113,11306.392182698108,26436.161111837977,2903.4798185721825,12724.804313953471,6684.409143306814,5382.217160072747
114,11361.234259603143,26177.336007543978,3222.0787745053563,14107.167209837444,7492.234042821458,5876.6699633415765
115,11168.995543990935,25363.61090571744,3329.9073851081916,14484.830639611173,7738.599634772537,5721.397581002895
116,10866.963600075005,24272.811054432892,3251.949325898257,14291.189079760738,7873.374192109654,5482.025718268756
117,10348.68725642695,22623.88060899222,3141.169888973487,13882.57047163104,7692.778880255604,5281.668698119015
118,9675.864720988919,21017.54055904069,2962.507013507148,13179.407331043574,7111.228933281403,5060.495807708197
119,9087.487989870418,19637.62423932623,2676.248117521521,12087.476185945146,6553.777090931962,4698.17273716712
120,6587.6129093060545,15925.794956436852,2035.8085436333536,9286.434242682599,5441.651104585332,4237.00907003595
121,6445.654728225953,15451.279836214248,1859.2999670300292,8703.188701559982,5206.895212141541,4008.0250296537006
122,6420.545788821763,15174.931148141042,1766.5195099472235,8337.74252890334,5144.000104836319,3810.5522694591314
123,6494.882039892002,15162.732474610579,1716.2017779815335,8096.488860104442,5024.901595857446,3760.6082536616295
124,6749.648641860261,15486.311241919235,1696.175940091696,8065.115413588139,4873.989257972819,3959.2490631708615
125,7306.457577401996,16270.88948300866,1731.7040741713488,8289.656295984225,4833.394877641431,4167.935010648332
126,8056.851881139881,17410.86830921767,1854.5117527206714,8863.875355038132,5070.275528371801,4409.684868927865
127,8526.409289228171,18348.550239777083,2079.82500444229,9660.407439412944,5572.8782053320265,4839.299706748903
128,8494.13251014251,18780.844780780913,2212.281545534629,10099.308851273796,5890.737190101981,5060.150790816951
129,8327.649483339015,19094.315783061025,2264.716610453863,10360.719240598086,6024.29751235073,5135.473918180464
130,8147.360373034672,19274.624004754307,2301.234960200957,10559.649048468076,6100.290395585036,5197.722695751727
131,7930.245798589217,19190.427507024986,2325.5689550708335,10704.739837711191,6085.653094276686,5089.024412636935
132,7773.831528583285,18970.515996279362,2328.199148979602,10714.340362752331,5984.686447895947,5058.448916161403
133,7632.791847987022,18673.21651674789,2324.9861034471974,10652.58496870939,5832.968523569266,5040.104595838346
134,7565.997423923189,18514.40623157452,2319.071581652579,10571.50604636078,5753.258270773658,5084.091913004338
135,7666.264984328856,18702.245856788184,2322.5500305811292,10539.7074576975,5722.388879039504,5086.126426590243
136,8067.22048624445,19747.168288571826,2351.620663532934,10498.975127753254,5798.791664201743,5158.493985712718
137,8543.171417232366,21119.79205152906,2494.9987962686832,10767.947876862334,6286.4046945016125,5255.95113150046
138,8599.167267652361,21077.686330528573,2755.21013034399,11900.35424293916,7042.480595317085,5684.751474626441
139,8459.364015355455,20556.11412454736,2833.1850005091965,12131.582874946414,7092.743857211438,5642.157358191588
140,8253.223581794522,19936.451041532975,2763.74527236393,11913.91200765916,7097.254406638213,5505.448608624224
141,7843.515981904674,19052.93719695293,2666.7081160252856,11622.066485661035,6922.936213257253,5282.330582356395
142,7290.303665564185,17786.757114767952,2515.4788658563416,11008.441197339158,6510.886744423144,4963.591659929776
143,6821.526819176285,16624.87875650023,2265.730374945037,10110.25420711761,6109.427634787783,4582.112814729172
144,6656.818097583986,15952.709701593469,1905.9321969109267,8531.086816516568,5106.932887594883,4271.469571712007
145,6528.109529817125,15549.05138515759,1734.5088119317809,7996.265433103166,4850.541719398345,4045.49139894469
146,6512.339176619319,15428.508423498073,1650.4794633399456,7663.2256729907685,4660.293144106211,3963.8596959643633
147,6594.224342338517,15559.239893448126,1603.3893801976303,7429.463935675321,4474.676502466724,3942.638285023894
148,6848.159989562185,16007.050757595225,1587.150256605188,7391.374423432457,4436.427306436445,3990.9365764475283
149,7442.157896203648,16958.619591471062,1622.9935762569526,7595.329852881464,4469.241149078862,4067.6104858838526
150,8237.138522274197,18341.838134184687,1749.8230214071164,8149.876480422332,4683.536576228793,4366.620151253981
151,8690.794271647232,19560.30667453531,1985.384131144246,8964.751621450156,5199.269957903212,4830.445228352728
152,8627.255346026936,20081.787639108155,2116.3778102995097,9361.836283872874,5520.565720236847,5154.0150454365785
153,8469.012168382598,20324.2381479585,2164.043176037225,9603.345920290116,5574.052018720831,5198.869964397611
154,8296.810120840883,20171.54787290206,2185.9243414988964,9803.640913487108,5827.729273007244,5098.780086953598
155,8113.876618981389,19749.577331367665,2199.5254612902263,9965.477874420812,5849.112475382056,5014.095780794369
156,7941.705914424731,19337.20638475448,2198.083603418701,9916.266541738318,5761.9546215508335,4910.278900698757
157,7796.060216475507,18957.16138125756,2190.02672316844,9880.60387540686,5594.490187312422,4849.506612706818
158,7735.223914120728,18740.047938695487,2180.4730307532136,9783.342984436107,5487.197491036166,4862.795994326102
159,7813.2619452699355,18945.973059785792,2182.093896577726,9720.269752719123,5378.017381633254,5046.484966241456
160,8198.211333321751,20357.97335652306,2209.2253055112333,9673.567145463738,5465.600055139361,5095.0106770173325
161,8632.232745122468,22405.08004868176,2337.2662196030965,9906.293059544969,5885.082335857148,5181.785407279835
162,8666.994710255354,22664.877331270472,2578.359943936874,10902.504668479294,6571.169839291219,5659.297846986941
163,8515.318831356564,22281.33096825863,2659.2254379793885,11126.330204575284,6708.695820729586,5619.576846821128
164,8296.463233086395,21473.767211288847,2594.7669159049296,10945.586718786279,6630.243118715449,5511.715931029549
165,7894.403361070309,20180.742634285773,2500.0585932713125,10681.264160385814,6434.244694757638,5385.063169405893
166,7348.972249575086,18482.167754312395,2358.7208081340013,10142.842800004457,6114.299801835546,5108.249207921554
167,6887.656987097284,17192.93511884523,2127.176258215464,9367.633804911924,5555.0382973546575,4805.87814196636
168,7005.730850196914,16825.541750479624,2236.544274829934,10102.379999397122,5506.024173885112,4544.633311691828
169,6841.54904526053,16481.87285560214,2043.726093472195,9373.290976431395,5106.798046005153,4409.741011212159
170,6796.733333122275,16477.383497960946,1947.5472543889832,8976.982099499968,4938.051546589762,4302.129543256866
171,6856.720481508359,16732.366306391774,1887.8973985899397,8702.205529794606,4843.7980239128965,4230.562213984395
172,7110.417976426142,17505.520045999754,1865.7579341320384,8639.775285456024,4746.682559093964,4269.844526759049
173,7684.035101755662,19217.058523136046,1903.6088214217036,8838.801441222853,4817.330874914972,4347.194193384936
174,8457.003672852366,22380.657371900452,2032.7027471585336,9402.84256395461,5082.4167387358,4532.887342195818
175,8944.492659932272,24279.9208033619,2277.2964276074717,10188.299303646472,5458.496727852103,5034.843325997406
176,8995.192543429008,24175.77906517195,2416.1046127633695,10586.55674108294,5844.737098590042,5351.075836001408
177,8916.621115880092,23600.124695846862,2479.5037681507856,10859.843620109743,5901.007148536172,5425.20100779906
178,8743.62728958408,22973.251422479025,2511.6354141256234,11050.890614067044,6039.513140724768,5391.713353992859
179,8530.901607955691,22248.979496160435,2527.174932961485,11229.506122574867,6011.764009571677,5274.756505026347
180,8348.19985194749,21584.92883673412,2523.912475713074,11287.712901656434,5959.584027153019,5235.728685593365
181,8199.41729400331,21007.846438863002,2513.235458291492,11207.240154370264,5852.231884215637,5094.81670335416
182,8095.779849424595,20596.17353530433,2505.9179407129836,11089.655688864797,5740.587842458895,5153.023544674395
183,8184.308797599468,20915.94622024008,2506.0091482943835,11047.688307174503,5714.132111268181,5220.026469031032
184,8593.588135794836,22682.479408897074,2542.2343069217573,10999.295071205732,5967.839644200061,5225.267038769365
185,9097.314900014886,24767.258401892075,2697.2279617827994,11320.033528397309,6388.133989540489,5361.428765594319
186,9135.103489886302,24917.567978538525,2987.5541713664006,12552.817657440793,7155.311883191076,5800.1368530169775
187,8990.1820319782,24452.570175407825,3068.7549948087753,12820.630736569987,7282.74591947463,5705.709448060966
188,8759.148456142622,23553.9226802955,2995.7724298681155,12561.579799376328,7257.263769591255,5657.776470219732
189,8352.927367393268,21816.439120714665,2894.9459549815,12286.54541085555,7090.98998215777,5494.422365727152
190,7799.042286807523,19761.95353357305,2733.0430306693916,11769.544108757224,6616.991354179672,5282.346234357103
191,7333.321072646636,18233.145197753787,2476.771469970665,10887.870130399144,6110.914550524387,4911.038740436343
192,6707.235966797871,17036.332517850868,2358.6253341193387,10815.799411600481,5746.705734472969,4782.775657768101
193,6564.1766205616295,16714.596131939725,2157.2576537323944,10135.173955939183,5429.9919964214,4561.035338694789
194,6525.098880728041,16672.061594487765,2051.6859149602037,9717.812984754772,5163.934150430084,4456.52571134936
195,6584.601941675739,16896.12947950377,1990.9581115874166,9421.293690539505,5113.7465552932745,4304.13782102953
196,6817.069590559202,17621.71839821053,1967.8907435614046,9358.83271273086,5002.9822009402,4347.573257338718
197,7310.178460467271,19338.08216489592,1998.476908914776,9565.723884440797,5033.110963425893,4456.979647923842
198,7994.309444225659,22658.74922789089,2116.101399621515,10087.111282241045,5199.419800222665,4668.406048622415
199,8460.691849542462,24483.395291878987,2341.490433513095,10743.39531831962,5559.096996951274,5092.912605588484
200,8578.958543060813,24211.453817423273,2465.8092854798083,11228.524310963214,5890.660353399734,5370.965835826135
201,8551.308183109568,23430.418601686448,2538.810473522149,11608.77979324332,6004.285611030104,5506.337378348586
202,8402.793882620348,22628.869194080653,2578.157808948665,11862.516892945614,6224.6111452736,5495.626137783113
203,8217.921393302517,21921.5479521433,2594.0476438543587,12087.236537946288,6346.5126857641,5414.556275769385
204,8066.035797455295,21304.623503144172,2590.965321882625,12078.50662827789,6293.101437437783,5366.0461671060275
205,7925.452543019925,20791.829865128137,2581.2382826812523,12027.14326638151,6132.75364625887,5247.816889539595
206,7847.965147351011,20460.84922608586,2573.757674543039,11893.870303235433,6025.26882539368,5282.577736082478
207,7936.246642868581,20884.274257299516,2579.4799096798133,11799.16817000085,6054.692902169212,5230.035129804392
208,8301.022192753526,22714.229317690846,2615.180182249273,11760.702383355518,6058.787354135904,5410.604361894672
209,8755.221491444405,24780.16985838164,2776.64849099902,12103.196796246024,6619.624728684628,5493.17226932907
210,8789.821054629285,24898.279129243794,3084.4603140464633,13421.418300194935,7429.532686812338,6010.9054279070115
211,8635.677097521919,24438.03818272772,3179.4705089546483,13716.953673031667,7568.63476454303,5969.670641758993
212,8414.998731934857,23604.834911088885,3110.9182833854998,13452.08755990721,7467.5055267510015,5867.713107730247
213,8041.556942481822,21958.822473555843,3010.868005953329,13207.969272218268,7380.521465932787,5689.175628272625
214,7509.956758932747,19726.13499510698,2848.8440433455166,12579.357601033986,6928.390000692781,5391.4731026418785
215,7046.626774313727,18165.31069835609,2587.8566127866443,11643.17991420473,6407.978222522511,5028.79262455062
216,6450.072454698854,17014.58057717234,2268.617977025494,10582.892884089299,6004.661919361786,4684.371734298674
217,6313.4890085606075,16700.071420723143,2069.825614100947,9841.078025202714,5568.982378698253,4600.331450510396
218,6266.692074408193,16702.908968050117,1965.9878077809653,9453.129351140993,5292.568736855461,4535.259580674476
219,6324.506241599451,16973.392440789066,1907.4976547272313,9175.209635494426,5152.415653954875,4467.81291306189
220,6549.069779720316,17694.730451114854,1883.2569749614238,9111.22655517473,5096.925918524485,4567.809981479378
221,7035.403473803076,19609.139526087994,1912.5842396254357,9279.822247854985,5135.809806568856,4650.92463923927
222,7707.308102407149,23015.346487893305,2025.0762667018305,9798.633850059517,5326.90863011478,4816.025703240855
223,8159.782236733825,24791.411672429567,2235.704598909852,10412.754588388536,5732.766034682909,5229.329042658569
224,8254.952879205572,24579.234982903683,2357.5744072831653,10865.253021693208,6237.243783217385,5337.715853241506
225,8193.688213785787,23747.179399523986,2436.5135733567063,11282.692243929378,5904.841353880019,5792.120350015081
226,8031.8151892653,22809.852505992945,2482.89523427886,11554.051535468208,6354.296454852877,5556.094525634657
227,7831.239530033907,21914.773270073732,2503.9879980568276,11764.635598231725,6391.679864110732,5517.544074951782
228,7660.4654727499155,21173.711789534176,2502.5312693645665,11751.958915270829,6388.448818545505,5444.783883637354
229,7532.288577483056,20723.993866500547,2494.003511898933,11734.601662810059,6188.785703573272,5369.033797156728
230,7442.48718400269,20400.80228122985,2486.4149287875152,11645.498693963034,6192.655909837051,5320.405217837698
231,7540.414294116296,20807.346079154966,2490.592998326499,11600.336115399072,6163.980255522214,5366.081912180373
232,7930.972537145572,22436.888867098183,2527.4853017090763,11579.862354570716,6319.727241400999,5393.535048682989
233,8401.008170229885,24417.890474992786,2691.0879282481433,11935.534725678228,6835.852678476673,5569.945802786133
234,8449.113635228368,24546.856483644988,3000.7488664589355,13236.98202056694,7728.404825052333,6049.786288266381
235,8329.749693307765,24167.30846237458,3094.9834524625403,13543.729805544754,7934.497454168087,6100.885133431427
236,8139.373260513304,23302.444414534224,3019.9367562071934,13334.147073310376,7827.005989197663,6019.235230006645
237,7780.205413266022,21562.352867623908,2915.4758531666225,13077.296508613575,7568.218672216473,5848.665093713175
238,7268.839999902742,19418.68276782256,2755.1065442083623,12447.61219555807,7127.246774041995,5513.550434285927
239,6811.554981426795,17897.385652821333,2499.120419274664,11540.851183342576,6604.449587243053,5172.782733128689
240,6262.263013821344,16783.47340216762,2196.665077278081,10634.149468123853,6016.008079232731,4466.624373480037
241,6131.908992469972,16421.985543522973,2007.4891565518217,9910.065906139791,5711.5595424838975,4371.601737887797
242,6126.3476267325195,16399.13831667598,1909.7568356533366,9512.377394312774,5412.642778767942,4371.137588415113
243,6195.052650584557,16578.686885498566,1853.3381979276198,9228.875399566721,5311.751972810503,4250.387504855195
244,6439.52496382506,17235.60332835507,1833.0087173447148,9194.64760855252,5273.777428957548,4336.233603947349
245,6976.190935227546,18850.65080236292,1869.261349235516,9437.52335419994,5263.222718108387,4427.34341753303
246,7666.130648904233,21938.931972272672,1995.6568781048377,10129.351973164683,5509.351926535454,4591.124294374901
247,8115.327985050892,23644.096713125968,2231.846873097973,10975.466670748607,6073.119284476014,5076.724333427338
248,8133.552693497791,23408.90817819951,2359.7234849498946,11441.544698463846,6397.376568154348,5395.617668791849
249,8029.887306439158,22861.739355977177,2424.559957665939,11725.76562640623,6462.959409162403,5521.324283600334
250,7884.369585822606,22378.333960774075,2456.3020199472176,11963.641343949726,6679.804242178964,5603.98923074243
251,7722.929298124532,21851.46974452479,2471.664113992055,12134.891063384413,6831.187038137915,5381.014742988177
252,7571.486174140241,21394.17436394217,2472.4520762511543,12128.122909368423,6817.531706261411,5287.091615800831
253,7412.321045765684,20986.565891661856,2468.424640529889,12110.490551121113,6633.106995834337,5192.4708691191645
254,7325.227052760929,20755.08027697042,2461.775081744353,11984.674834250693,6539.954023754215,5179.7354025338955
255,7408.9514362344335,21029.14623186441,2463.71844338717,11882.893704914683,6566.336728535788,5182.237588905036
256,7758.031460854301,22422.65499055487,2496.25766941166,11859.058303599262,6705.248782159625,5304.543396638509
257,8274.526774235701,23958.271454678248,2648.855565433218,12190.954390866675,7194.272472239288,5533.637818661572
258,8351.241274098815,23860.068179422422,2942.072987312467,13573.827258922212,8060.042192889211,5846.847342664984
259,8225.058356556538,23237.987838624584,3034.2059980545496,13913.66619128,8198.524964672542,5894.62117552812
260,8011.558441709447,22212.260902651513,2957.5180881064116,13710.1280752918,8330.43812848937,5532.571061596797
261,7620.69412064067,20385.50741366528,2848.940511600457,13352.402176362166,8110.929617941031,5415.334992591585
262,7094.276791723983,18509.550313636762,2685.2253903577043,12717.52070966897,7487.503217134023,5250.3030795040995
263,6660.210467736184,17132.318640475867,2423.7614521139812,11709.192879509405,6868.569172609835,4878.810487933322
264,6546.2862550316,16379.061536261303,2323.344725940783,11260.364522843724,5903.345454506243,4397.104416165182
265,6423.32811562474,15993.473698451628,2162.702017438522,10606.314466864424,5573.8668028184975,4318.902871631787
266,6388.430856087416,15880.452450822435,2063.209805866853,10217.451651477468,5329.683639952145,4194.54182000991
267,6458.461532541862,16039.888938120223,2005.2688229453904,9926.659964482062,5184.445058277002,4134.284966425059
268,6683.648217480537,16674.886993414588,1986.1922523908909,9894.181170580545,5156.573134865651,4173.138225171493
269,7195.866578605386,18178.67735053232,2029.6805816406854,10107.693983624045,5189.620150737313,4262.822934679669
270,7901.63237437878,20954.421409431612,2170.6414505097887,10766.127289492639,5453.420401270463,4569.3072869476555
271,8304.475547285996,22731.823658998346,2425.9750879516164,11667.262276323127,5911.384031561306,5078.28916038999
272,8312.996895295135,22687.76471468476,2562.9943466739537,12100.0072886065,6260.684094778617,5424.568911586081
273,8198.982756407431,22249.390192216393,2615.125166677722,12400.236946601994,6236.312047409588,5533.476287895976
